0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242
Free WiFi0 ,Family rooms0 ,Free parking0 ,Airport shuttle0 ,Restaurant0 ,Non-smoking rooms0 ,Bar0 ,Parking0 ,Free!0 ,Free private parking is possible on site (reservation is needed).0 ,Internet0 ,Free!0 ,WiFi is available in public areas and is free of charge.0 ,Kitchen0 ,Dining table0 ,Bedroom0 ,Wardrobe or closet0 ,Alarm clock0 ,Extra Long Beds (&gt; 2 metres)0 ,Bathroom0 ,Towels0 ,Free toiletries0 ,Bath0 ,Shower0 ,Toilet paper0 ,Linen0 ,Private bathroom0 ,Living Area0 ,Dining area0 ,Seating Area0 ,Media &amp; Technology0 ,Flat-screen TV0 ,Telephone0 ,TV0 ,Room Amenities0 ,Clothes rack0 ,Pets0 ,Pets are not allowed.0 ,Accessibility0 ,Entire unit located on ground floor0 ,Outdoors0 ,Terrace0 ,Balcony0 ,General0 ,Fan0 ,Air conditioning0 ,Tile/Marble floor0 ,Family rooms0 ,Ironing Facilities0 ,Non-smoking rooms0 ,Food &amp; Drink0 ,Bar0 ,Restaurant0 ,Services0 ,Daily housekeeping0 ,Airport shuttle (additional charge)0 ,Luggage storage0 ,Wake-up service0 ,24-hour front desk0 ,View0 ,City view0 ,View0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free WiFi0 ,Bar0 ,Outdoors0 ,Outdoor fireplace0 ,BBQ facilities0 ,Additional charge0 ,Services &amp; Extras0 ,Tickets to attractions or shows0 ,Additional charge0 ,Pets0 ,Pets are not allowed.0 ,Activities0 ,Beach0 ,Water park0 ,Off-site0 ,Additional charge0 ,Evening entertainment0 ,Food &amp; Drink0 ,Chocolate or cookies0 ,Additional charge0 ,Fruits0 ,Additional charge0 ,Bottle of water0 ,Wine/champagne0 ,Additional charge0 ,Kid meals0 ,Additional charge0 ,Snack bar0 ,Bar0 ,Restaurant0 ,Internet0 ,Free!0 ,WiFi is available in all areas and is free of charge.0 ,Parking0 ,Free!0 ,Free public parking is possible on site (reservation is needed).0 ,Accessible parking0 ,Street parking0 ,Secured parking0 ,Transport0 ,Airport drop off0 ,Additional charge0 ,Airport pick up0 ,Additional charge0 ,Reception services0 ,Lockers0 ,Luggage storage0 ,Express check-in/check-out0 ,24-hour front desk0 ,Entertainment and family services0 ,Children television networks0 ,Baby safety gates0 ,Cleaning services0 ,Daily housekeeping0 ,Trouser press0 ,Additional charge0 ,Shoeshine0 ,Ironing service0 ,Additional charge0 ,Dry cleaning0 ,Additional charge0 ,Laundry0 ,Additional charge0 ,Business facilities0 ,Fax/photocopying0 ,Additional charge0 ,Business centre0 ,Additional charge0 ,Meeting/banquet facilities0 ,Additional charge0 ,Safety &amp; security0 ,Fire extinguishers0 ,CCTV outside property0 ,CCTV in common areas0 ,Smoke alarms0 ,Security alarm0 ,24-hour security0 ,Safety deposit box0 ,General0 ,Shuttle service0 ,Shuttle service (additional charge)0 ,Air conditioning0 ,Non-smoking throughout0 ,Shops (on site)0 ,Heating0 ,Car hire0 ,Soundproof rooms0 ,Lift0 ,Bridal suite0 ,VIP room facilities0 ,Family rooms0 ,Airport shuttle0 ,Non-smoking rooms0 ,Newspapers0 ,Room service0 ,Languages spoken0 ,English0 ,Hindi0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 swimming pool0 ,Family rooms0 ,Airport shuttle0 ,Room service0 ,24-hour front desk0 ,Parking0 ,Parking options available0 ,Accessible parking0 ,Secured parking0 ,Internet0 ,No internet access available.0 ,Kitchen0 ,Freedom to eat when you want0 ,Children's high chair0 ,Dining table0 ,Cleaning products0 ,Kitchenware0 ,Dishwasher0 ,Refrigerator0 ,Bedroom0 ,Wardrobe or closet0 ,Alarm clock0 ,Extra Long Beds (&gt; 2 metres)0 ,Bathroom0 ,Towels0 ,Free toiletries0 ,Bathrobe0 ,Shower0 ,Walk-in shower0 ,Toilet paper0 ,Additional Toilet0 ,Bath or Shower0 ,Toilet0 ,Living Area0 ,Space for everyone to be together0 ,Dining area0 ,Sofa0 ,Seating Area0 ,Desk0 ,Media &amp; Technology0 ,Fun for everyone under one roof0 ,Flat-screen TV0 ,Cable Channels0 ,Satellite Channels0 ,TV0 ,Laptop safe0 ,Video0 ,Room Amenities0 ,Extra comfort0 ,Soundproofing0 ,Fan0 ,Feather pillow0 ,Socket near the bed0 ,Trash cans0 ,Shallow end0 ,Pool towels0 ,Pool with a view0 ,Infinity pool0 ,Sofa bed0 ,Drying rack for clothing0 ,Clothes rack0 ,Tile/Marble floor0 ,Private entrance0 ,Interconnected room(s) available0 ,Pets0 ,Pets are not allowed.0 ,Accessibility0 ,Emergency cord in bathroom0 ,Lowered sink0 ,Raised toilet0 ,Roll-in shower0 ,Adapted bath0 ,Toilet with grab rails0 ,Upper floors accessible by stairs only0 ,Outdoors0 ,Sit back and relax0 ,Picnic area0 ,Outdoor furniture0 ,Outdoor furniture0 ,Balcony0 ,Garden0 ,Common areas0 ,Chapel/shrine0 ,Pool and wellness0 ,Swimming pool0 ,Fitness/spa locker rooms0 ,Spa Facilities0 ,Outdoor pool (seasonal)0 ,Outdoor pool0 ,Food &amp; Drink0 ,On-site coffee house0 ,Chocolate or cookies0 ,Bottle of water0 ,Additional charge0 ,Wine/champagne0 ,Additional charge0 ,Grocery deliveries0 ,Additional charge0 ,Packed lunches0 ,Breakfast in the room0 ,Room service0 ,Services &amp; Extras0 ,Wake-up service0 ,Wake Up Service/Alarm Clock0 ,Building characteristics0 ,Private apartment in building0 ,Detached0 ,Transport0 ,Shuttle service0 ,Airport drop off0 ,Additional charge0 ,Airport pick up0 ,Additional charge0 ,Airport shuttle (additional charge)0 ,Shuttle service (additional charge)0 ,Car hire0 ,Bicycle rental (additional charge)0 ,Outdoor &amp; View0 ,Enjoy the view0 ,Quiet street view0 ,City view0 ,Landmark view0 ,Mountain view0 ,Pool view0 ,Garden view0 ,View0 ,Reception services0 ,Tickets to attractions or shows0 ,Lockers0 ,ATM/cash machine on site0 ,Luggage storage0 ,Ticket service0 ,Tour desk0 ,Safety deposit box0 ,Express check-in/check-out0 ,24-hour front desk0 ,Cleaning services0 ,Daily housekeeping0 ,Additional charge0 ,Dry cleaning0 ,Additional charge0 ,Laundry0 ,Shops0 ,Mini-market on site0 ,Shops (on site)0 ,Miscellaneous0 ,Designated smoking area0 ,Air conditioning0 ,Soundproof rooms0 ,VIP room facilities0 ,Family rooms0 ,Safety &amp; security0 ,Fire extinguishers0 ,CCTV outside property0 ,CCTV in common areas0 ,Security alarm0 ,24-hour security0 ,Languages spoken0 ,English0 ,Hindi0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free WiFi0 ,Family rooms0 ,Free parking0 ,Non-smoking rooms0 ,Room service0 ,24-hour front desk0 ,Pets0 ,Pets are not allowed.0 ,Internet0 ,Free!0 ,WiFi is available in the hotel rooms and is free of charge.0 ,Parking0 ,Free!0 ,Free private parking is possible on site (reservation is needed).0 ,Secured parking0 ,Services0 ,Daily housekeeping0 ,Shared lounge/TV area0 ,Ironing service0 ,Additional charge0 ,Laundry0 ,Additional charge0 ,24-hour front desk0 ,Room service0 ,Safety &amp; security0 ,Fire extinguishers0 ,CCTV in common areas0 ,24-hour security0 ,General0 ,Air conditioning0 ,Family rooms0 ,Non-smoking rooms0 ,Newspapers0 ,Languages spoken0 ,English0 ,Hindi0 ,Malayalam0 ,Tamil0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free WiFi0 ,Free parking0 ,Restaurant0 ,Room service0 ,Outdoors0 ,Terrace0 ,Services &amp; Extras0 ,Tickets to attractions or shows0 ,Additional charge0 ,Pets0 ,Pets are not allowed.0 ,Activities0 ,Cooking class0 ,Additional charge0 ,Food &amp; Drink0 ,Special diet menus (on request)0 ,Restaurant0 ,Internet0 ,Free!0 ,WiFi is available in all areas and is free of charge.0 ,Parking0 ,Free!0 ,Free public parking is possible on site (reservation is not needed).0 ,Services0 ,Shared lounge/TV area0 ,Ticket service0 ,Tour desk0 ,Packed lunches0 ,Currency exchange0 ,Laundry0 ,Additional charge0 ,Room service0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 swimming pool0 ,Free WiFi0 ,Bar0 ,Outdoors0 ,Outdoor furniture0 ,Terrace0 ,Garden0 ,Pets0 ,Pets are not allowed.0 ,Activities0 ,Walking tours0 ,Additional charge0 ,Cycling0 ,Off-site0 ,Bicycle rental (additional charge)0 ,Food &amp; Drink0 ,Bottle of water0 ,Wine/champagne0 ,Additional charge0 ,Special diet menus (on request)0 ,Breakfast in the room0 ,Bar0 ,Restaurant0 ,Internet0 ,Free!0 ,WiFi is available in all areas and is free of charge.0 ,Parking0 ,Free!0 ,Free private parking is possible on site (reservation is needed).0 ,Accessible parking0 ,Electric vehicle charging station0 ,Secured parking0 ,Transport0 ,Airport drop off0 ,Additional charge0 ,Airport pick up0 ,Additional charge0 ,Wellness facilities0 ,Swimming Pool0 ,Swimming pool0 ,Sun loungers or beach chairs0 ,Pool/beach towels0 ,Outdoor pool (all year)0 ,Reception services0 ,Ticket service0 ,Tour desk0 ,24-hour front desk0 ,Cleaning services0 ,Daily housekeeping0 ,Shoeshine0 ,Ironing service0 ,Additional charge0 ,Dry cleaning0 ,Additional charge0 ,Laundry0 ,Additional charge0 ,Safety &amp; security0 ,CCTV outside property0 ,CCTV in common areas0 ,24-hour security0 ,Safety deposit box0 ,General0 ,Shared lounge/TV area0 ,Designated smoking area0 ,Air conditioning0 ,Car hire0 ,Packed lunches0 ,Soundproof rooms0 ,Airport shuttle0 ,Non-smoking rooms0 ,Newspapers0 ,Room service0 ,Languages spoken0 ,English0 ,Hindi0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free WiFi0 ,Family rooms0 ,Pets0 ,Pets are not allowed.0 ,Food &amp; Drink0 ,Restaurant0 ,Internet0 ,Free!0 ,WiFi is available in all areas and is free of charge.0 ,Parking0 ,No parking available.0 ,Services0 ,Daily housekeeping0 ,24-hour front desk0 ,Room service0 ,Safety &amp; security0 ,CCTV in common areas0 ,General0 ,Air conditioning0 ,Family rooms0 ,Non-smoking rooms0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parking0 ,No parking available.0 ,Internet0 ,No internet access available.0 ,Kitchen0 ,Freedom to eat when you want0 ,Bedroom0 ,Wardrobe or closet0 ,Bathroom0 ,Free toiletries0 ,Shower0 ,Linen0 ,Bath or Shower0 ,Private bathroom0 ,Toilet0 ,Media &amp; Technology0 ,Fun for everyone under one roof0 ,Cable Channels0 ,TV0 ,Room Amenities0 ,Extra comfort0 ,Fan0 ,Air conditioning0 ,Trash cans0 ,Pets0 ,Pets are not allowed.0 ,Food &amp; Drink0 ,Bottle of water0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free WiFi0 ,Family rooms0 ,Free parking0 ,Non-smoking rooms0 ,Room service0 ,24-hour front desk0 ,Outdoors0 ,Garden0 ,Pets0 ,Pets are not allowed.0 ,Internet0 ,Free!0 ,WiFi is available in all areas and is free of charge.0 ,Parking0 ,Free!0 ,Free private parking is possible on site (reservation is not needed).0 ,Accessible parking0 ,Secured parking0 ,Services0 ,Daily housekeeping0 ,24-hour front desk0 ,Room service0 ,Safety &amp; security0 ,Fire extinguishers0 ,CCTV outside property0 ,CCTV in common areas0 ,24-hour security0 ,General0 ,Family rooms0 ,Non-smoking rooms0 ,Languages spoken0 ,English0 ,Hindi0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pets0 ,Pets are not allowed.0 ,Internet0 ,No internet access available.0 ,Parking0 ,No parking available.0 ,Services0 ,Daily housekeeping0 ,Trouser press0 ,Additional charge0 ,Languages spoken0 ,English0 ,Hindi0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free WiFi0 ,Free parking0 ,Family rooms0 ,Airport shuttle0 ,Room service0 ,Bar0 ,Outdoors0 ,Terrace0 ,Pets0 ,Pets are not allowed.0 ,Food &amp; Drink0 ,Bar0 ,Internet0 ,Free!0 ,WiFi is available in public areas and is free of charge.0 ,Parking0 ,Free!0 ,Free private parking is possible on site (reservation is needed).0 ,Transport0 ,Airport drop off0 ,Additional charge0 ,Airport pick up0 ,Additional charge0 ,Services0 ,Shared lounge/TV area0 ,Airport shuttle (additional charge)0 ,24-hour front desk0 ,Room service0 ,General0 ,Air conditioning0 ,Family rooms0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free WiFi0 ,Family rooms0 ,Free parking0 ,Non-smoking rooms0 ,Room service0 ,24-hour front desk0 ,Pets0 ,Pets are not allowed.0 ,Internet0 ,Free!0 ,WiFi is available in all areas and is free of charge.0 ,Parking0 ,Free!0 ,Free private parking is possible on site (reservation is not needed).0 ,Services0 ,Daily housekeeping0 ,24-hour front desk0 ,Room service0 ,Safety &amp; security0 ,CCTV in common areas0 ,General0 ,Air conditioning0 ,Non-smoking throughout0 ,Lift0 ,Family rooms0 ,Non-smoking rooms0 ,Languages spoken0 ,English0 ,Hindi0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WiFi0 ,Family rooms0 ,24-hour front desk0 ,Outdoors0 ,Terrace0 ,Pets0 ,Pets are not allowed.0 ,Internet0 ,WiFi is available in the hotel rooms and costs INR 250 per 24 hours.0 ,Parking0 ,No parking available.0 ,Services0 ,Daily housekeeping0 ,Shared lounge/TV area0 ,Ironing service0 ,Additional charge0 ,Laundry0 ,Additional charge0 ,24-hour front desk0 ,General0 ,Paid WiFi0 ,Air conditioning0 ,Non-smoking throughout0 ,Family rooms0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family rooms0 ,Non-smoking rooms0 ,Room service0 ,Pets0 ,Pets are not allowed.0 ,Internet0 ,No internet access available.0 ,Parking0 ,Parking options available0 ,Accessible parking0 ,Secured parking0 ,Services0 ,Daily housekeeping0 ,24-hour front desk0 ,Room service0 ,Safety &amp; security0 ,Fire extinguishers0 ,CCTV outside property0 ,24-hour security0 ,General0 ,Air conditioning0 ,Family rooms0 ,Non-smoking rooms0 ,Newspapers0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beachfront0 ,Free parking0 ,Family rooms0 ,Pets allowed0 ,Outdoors0 ,Beachfront0 ,Terrace0 ,Pets0 ,Pets are allowed. Charges may be applicable.0 ,Activities0 ,Beach0 ,Internet0 ,No internet access available.0 ,Parking0 ,Free!0 ,Free private parking is possible on site (reservation is needed).0 ,Services0 ,Daily housekeeping0 ,Dry cleaning0 ,Additional charge0 ,Laundry0 ,Additional charge0 ,Room service0 ,General0 ,Air conditioning0 ,Family rooms0 ,Non-smoking rooms0 ,Languages spoken0 ,English0 ,Hindi0 ,Russian0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurant0 ,Pets0 ,Pets are not allowed.0 ,Food &amp; Drink0 ,Restaurant0 ,Internet0 ,No internet access available.0 ,Parking0 ,Parking options available0 ,Secured parking0 ,Services0 ,Daily housekeeping0 ,Trouser press0 ,Additional charge0 ,General0 ,Air conditioning0 ,Languages spoken0 ,English0 ,Hindi0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free WiFi0 ,Free parking0 ,Family rooms0 ,Restaurant0 ,Room service0 ,24-hour front desk0 ,Outdoors0 ,Terrace0 ,Pets0 ,Pets are not allowed.0 ,Food &amp; Drink0 ,Bottle of water0 ,Restaurant0 ,Internet0 ,Free!0 ,WiFi is available in public areas and is free of charge.0 ,Parking0 ,Free!0 ,Free private parking is possible on site (reservation is needed).0 ,Secured parking0 ,Services0 ,Daily housekeeping0 ,Laundry0 ,Additional charge0 ,24-hour front desk0 ,Room service0 ,Safety &amp; security0 ,Fire extinguishers0 ,24-hour security0 ,General0 ,Air conditioning0 ,Heating0 ,Family rooms0 ,Newspapers0 ,Languages spoken0 ,English0 ,Gujarati0 ,Hindi0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free WiFi0 ,Free parking0 ,Family rooms0 ,Room service0 ,Pets0 ,Pets are not allowed.0 ,Food &amp; Drink0 ,Bottle of water0 ,Breakfast in the room0 ,Internet0 ,Free!0 ,WiFi is available in the hotel rooms and is free of charge.0 ,Parking0 ,Free!0 ,Free private parking is possible on site (reservation is not needed).0 ,Street parking0 ,Secured parking0 ,Services0 ,Daily housekeeping0 ,24-hour front desk0 ,Room service0 ,Safety &amp; security0 ,CCTV in common areas0 ,24-hour security0 ,General0 ,Air conditioning0 ,Family rooms0 ,Newspapers0 ,Languages spoken0 ,English0 ,Hindi0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-smoking rooms0 ,24-hour front desk0 ,Air conditioning0 ,Pets0 ,Pets are not allowed.0 ,Internet0 ,No internet access available.0 ,Parking0 ,No parking available.0 ,Services0 ,24-hour front desk0 ,General0 ,Air conditioning0 ,Non-smoking rooms0 ,Languages spoken0 ,English0 ,Hindi0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-hour front desk0 ,Pets0 ,Pets are not allowed.0 ,Internet0 ,No internet access available.0 ,Parking0 ,Parking options available0 ,Accessible parking0 ,Services0 ,24-hour front desk0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free WiFi0 ,Airport shuttle0 ,Family rooms0 ,Free parking0 ,24-hour front desk0 ,Restaurant0 ,Bar0 ,Outdoors0 ,Outdoor furniture0 ,Pets0 ,Pets are not allowed.0 ,Food &amp; Drink0 ,On-site coffee house0 ,Chocolate or cookies0 ,Additional charge0 ,Fruits0 ,Additional charge0 ,Bottle of water0 ,Additional charge0 ,Wine/champagne0 ,Additional charge0 ,Kid-friendly buffet0 ,Kid meals0 ,Additional charge0 ,Special diet menus (on request)0 ,Bar0 ,Restaurant0 ,Accessibility0 ,Wheelchair accessible0 ,Internet0 ,Free!0 ,WiFi is available in the hotel rooms and is free of charge.0 ,Parking0 ,Free!0 ,Free private parking is possible on site (reservation is not possible).0 ,Secured parking0 ,Transport0 ,Airport drop off0 ,Additional charge0 ,Airport pick up0 ,Additional charge0 ,Wellness facilities0 ,Fitness0 ,Fitness centre0 ,Reception services0 ,Lockers0 ,Luggage storage0 ,Currency exchange0 ,24-hour front desk0 ,Entertainment and family services0 ,Board games/puzzles0 ,Cleaning services0 ,Daily housekeeping0 ,Shoeshine0 ,Business facilities0 ,Fax/photocopying0 ,Meeting/banquet facilities0 ,Additional charge0 ,Safety &amp; security0 ,Fire extinguishers0 ,CCTV outside property0 ,CCTV in common areas0 ,Smoke alarms0 ,Security alarm0 ,24-hour security0 ,Safety deposit box0 ,General0 ,Shared lounge/TV area0 ,Airport shuttle (additional charge)0 ,Designated smoking area0 ,Air conditioning0 ,Non-smoking throughout0 ,Lift0 ,Family rooms0 ,Facilities for disabled guests0 ,Non-smoking rooms0 ,Languages spoken0 ,English0 ,Hindi0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
