uniq_id,crawl_timestamp,pageurl,name,hotel_id,area,city,address,lat,long,amenities,hotel_star_rating,hotel_type,review_count,average_rating,photo_count,cleanliness,facilities,location,staff,wifi,comfort,value_for_money,extra_adult_rate,extra_child_rate
2b6f1b6afec968b2cab3d23c8630d50e,2020-01-03 10:03:43 +0000,https://www.booking.com/hotel/in/shreyans-inn.en-gb.html,Shreyans Inn,1051764,"B-2/5, Safdarjung Enclave, Africa Avenue , Near R.K Khanna Lawn Tennis Stadium",Delhi,"B-2/5, Safdarjung Enclave, Africa Avenue , Near R.K Khanna Lawn Tennis Stadium, Safdarjung Enclave, 110029 New Delhi, India",28.56251918,77.18886986,Free WiFi|Free parking|Restaurant|Non-smoking rooms|Room service|24-hour front desk|Outdoors|Terrace|Garden|Pets|Pets are not allowed.|Food &amp; Drink|Bottle of water|Breakfast in the room|Restaurant|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Secured parking|Reception services|Lockers|Concierge service|Luggage storage|Tour desk|24-hour front desk|Cleaning services|Daily housekeeping|Trouser press|Additional charge|Shoeshine|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|Additional charge|Business centre|Additional charge|Meeting/banquet facilities|Additional charge|General|Pet basket|Shared lounge/TV area|Air conditioning|Heating|Car hire|Chapel/shrine|Lift|Non-smoking rooms|Newspapers|Room service|Languages spoken|English|Hindi, 3-star hotel ,Hotels,49,7.1,40,7.1,6.9,7.8,7.6,6.4,7,6.4,,
fe21aa6cf20e973e21d6153f53034eb9,2020-02-03 09:19:26 +0000,https://www.booking.com/hotel/in/bamboo-yoga.en-gb.html,Bamboo Yoga,1524860,"South End Patnem Beach, Patnem, Goa",Goa,"South End Patnem Beach, Patnem, Goa, 403702 Patnem, India",14.99687253,74.03394967,Beachfront|Free WiFi|Spa and wellness centre|Family rooms|Bar|Outdoors|Beachfront|Private beach area|Terrace|Garden|Pets|Pets are not allowed.|Activities|Beach|Library|Food &amp; Drink|Snack bar|Bar|Restaurant|Internet|Free!|WiFi is available in public areas and is free of charge.|Parking|Free!|Free public parking is possible at a location nearby (reservation is needed).|Wellness facilities|Yoga classes|Spa/wellness packages|Massage|Additional charge|Spa and wellness centre|Additional charge|Services|Shared lounge/TV area|Airport shuttle (additional charge)|Private check-in/check-out|Luggage storage|Tour desk|Car hire|24-hour front desk|Room service|Safety &amp; security|Safety deposit box|General|Non-smoking throughout|Family rooms|Non-smoking rooms|Newspapers|Languages spoken|Danish|English|Spanish|French|Hindi|Italian|Norwegian|Swedish,,Luxury tents,36,9.2,46,0,0,9.7,9.6,8.8,9,8.6,,
906d691dd470bfdf458b33ae2fc2e2f7,2020-03-03 08:28:24 +0000,https://www.booking.com/hotel/in/cashinuth-beach-huts.en-gb.html,Kashinath Beach Huts,1656185,Agonda Beach,Goa,"Agonda Beach,, 403702 Agonda, India",15.04399495,73.98712903,Free WiFi|Airport shuttle|Free parking|Room service|Restaurant|Pets|Pets are not allowed.|Food &amp; Drink|Restaurant|Internet|Free!|WiFi is available in the hotel rooms and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Services|Airport shuttle (additional charge)|Laundry|Additional charge|Room service|Languages spoken|English|Hindi,,Bed and breakfasts,19,8.4,45,8,7.4,0,9.1,,8,8.2,,
e01fad7c6ed5ab5887282fbe1978ee66,2020-02-03 12:30:46 +0000,https://www.booking.com/hotel/in/kites-stay.en-gb.html,Kites Stay,4410242,"Kites Stay, Mangal Complex, Kumaran Street Opposite MEPZ, Service Lane, Tambaram Sanitorium",Chennai,"Kites Stay, Mangal Complex, Kumaran Street Opposite MEPZ, Service Lane, Tambaram Sanitorium, 600045 Chennai, India",12.93672200,80.12788500,Free WiFi|Pets|Pets are not allowed.|Internet|Free!|WiFi is available in the hotel rooms and is free of charge.|Parking|No parking available.|Services|Daily housekeeping|Shared lounge/TV area|Lockers|Safety &amp; security|Fire extinguishers|CCTV outside property|24-hour security|General|Air conditioning|Lift|Languages spoken|English|Hindi|Tamil,,Hostels,,,2,,,,,,,,,
e9b4c2a562503a7ff284588303193174,2020-02-03 09:22:43 +0000,https://www.booking.com/hotel/in/p3-beach-inn.en-gb.html,P3 Beach inn,5913082,Titos Lane,Goa,"Titos Lane, 403516 Baga, India",15.55652900,73.75403700,Parking|Family rooms|Room service|Parking|Public parking is possible at a location nearby (reservation is not needed) and costs INR 200 per day.|Street parking|Internet|No internet access available.|Bathroom|Towels|Shower|Walk-in shower|Private bathroom|Toilet|Media &amp; Technology|Flat-screen TV|Cable Channels|Satellite Channels|TV|Video|Room Amenities|Non-feather pillow|Pets|Pets are not allowed.|Accessibility|Raised toilet|Upper floors accessible by stairs only|Outdoors|Outdoor dining area|Terrace|General|Fan|Grocery deliveries|Mini-market on site|Air conditioning|Non-smoking throughout|Allergy-free room|Shops (on site)|Wake-up service|Tile/Marble floor|Laptop safe|Gift shop|Family rooms|Barber/beauty shop|Room service|Activities|Tour or class about local culture|Additional charge|Beach|Nightclub/DJ|Additional charge|Services &amp; Extras|Tickets to attractions or shows|Additional charge|View|Quiet street view|Reception services|Private check-in/check-out|ATM/cash machine on site|Luggage storage|24-hour front desk|Cleaning services|Daily housekeeping|Dry cleaning|Additional charge|Laundry|Additional charge|Safety &amp; security|CCTV outside property|CCTV in common areas|24-hour security|Safety deposit box,,Guest houses,3,5.7,27,0,0,0,6.7,,0,6.7,,
08b184ee026cb972a1e322dbcc89a359,2020-01-03 09:36:38 +0000,https://www.booking.com/hotel/in/oyo-9151-sri-sai-comforts.en-gb.html,OYO 9151 Hotel Sri Sai Comforts,2804049,"183/28, 36th B Cross, Jayanagar 7th Block",Bengaluru,"183/28, 36th B Cross, Jayanagar 7th Block, 560082 Bangalore, India",12.92422030,77.57810800,Free WiFi|Free parking|Non-smoking rooms|Room service|24-hour front desk|Laundry|Pets|Pets are not allowed.|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Services|Daily housekeeping|Laundry|Additional charge|24-hour front desk|Meeting/banquet facilities|Room service|General|Air conditioning|Lift|Non-smoking rooms|Languages spoken|English|Hindi, 3-star hotel ,Hotels,28,6.9,35,7,6.2,7.7,6.9,0,7.1,6.7,,
6ef2beb7d9dadd9ab09cfe76581aaf56,2020-02-03 09:42:25 +0000,https://www.booking.com/hotel/in/seagull-beach-apartments.en-gb.html,Seagull beach apartments,4550003,Benaulim Beach Road Seagull apartments S3,Goa,"Benaulim Beach Road Seagull apartments S3, 403716 Benaulim, India",15.25155000,73.92330500,1 swimming pool|Free parking|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Internet|No internet access available.|Kitchen|Freedom to eat when you want|Bathroom|Private bathroom|Media &amp; Technology|Fun for everyone under one roof|Flat-screen TV|Pets|Pets are not allowed.|Outdoors|Sit back and relax|Private pool|Balcony|Wellness facilities|Swimming Pool|Swimming pool|Activities|Beach|Outdoor &amp; View|Enjoy the view|View|Miscellaneous|Air conditioning,,Apartments,,,,,,,,,,,,
f1659fea568abc678244671f6e185f2c,2020-02-03 09:06:43 +0000,https://www.booking.com/hotel/in/taj-malabar.en-gb.html,"Taj Malabar Resort & Spa, Cochin.",74746,"Willingdon Island, Cochin",Kochi,"Willingdon Island, Cochin, 682009 Cochin, India",9.96868154,76.25844777,Free WiFi|Swimming pool|Spa and wellness centre|Free parking|very good fitness centre|Restaurant|Bar|Outdoors|Outdoor furniture|BBQ facilities|Additional charge|Garden|Pets|Pets are allowed. Charges may be applicable.|Activities|Library|Games room|Food &amp; Drink|Bottle of water|Special diet menus (on request)|Breakfast in the room|Bar|Restaurant|Very good|coffee!|Internet|Free!|WiFi is available in all areas and is free of charge.|Accessibility|Emergency cord in bathroom|Wheelchair accessible|Parking|Free!|Free public parking is possible on site (reservation is not needed).|Accessible parking|Secured parking|Wellness facilities|Swimming Pool|Swimming pool|Full body massage|Head massage|Foot massage|Neck massage|Back massage|Sun umbrellas|Sun loungers or beach chairs|Outdoor pool (all year)|Massage|Additional charge|Spa and wellness centre|Additional charge|Fitness centre|Sauna|Additional charge|Reception services|Concierge service|Luggage storage|Ticket service|Tour desk|Currency exchange|24-hour front desk|Entertainment and family services|Babysitting/child services|Additional charge|Cleaning services|Daily housekeeping|Trouser press|Additional charge|Shoeshine|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|Additional charge|Business centre|Additional charge|Meeting/banquet facilities|Additional charge|Safety &amp; security|CCTV outside property|CCTV in common areas|Smoke alarms|Security alarm|24-hour security|Safety deposit box|General|Shuttle service|Shuttle service (additional charge)|Designated smoking area|Air conditioning|Shops (on site)|Car hire|Packed lunches|Gift shop|Lift|Bridal suite|VIP room facilities|Barber/beauty shop|Facilities for disabled guests|Non-smoking rooms|Newspapers|Room service|Languages spoken|English|Hindi,5 stars,Resorts,460,9,40,9.4,0,8.6,9.5,8.2,9.3,8.5,,
d3dd69d4f55d330d4e0c2cf2c44a0f28,2020-02-03 10:03:27 +0000,https://www.booking.com/hotel/in/treebi-trend-new-redfern.en-gb.html,Treebo Trend New Redfern,5497455,"Brahmins Valley, Temple road, Stuart hill, Madikeri",Coorg,"Brahmins Valley, Temple road, Stuart hill, Madikeri, 571201 Madikeri, India",12.42086000,75.74213000,Free parking|Family rooms|Free WiFi|24-hour front desk|Room service|Pets|Pets are not allowed.|Food &amp; Drink|Bottle of water|Breakfast in the room|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is needed).|Secured parking|Services|Daily housekeeping|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Business centre|Additional charge|24-hour front desk|Meeting/banquet facilities|Additional charge|Room service|Safety &amp; security|Fire extinguishers|CCTV in common areas|24-hour security|General|Non-smoking throughout|Family rooms|Non-smoking rooms|Newspapers|Languages spoken|English|Hindi,3-star hotel,Hotels,15,7.7,39,8,7.5,8.5,8.3,,8,7.8,,
27b56028dc674ba6bbe82bc90f870b52,2020-03-03 14:41:36 +0000,https://www.booking.com/hotel/in/usha-farmhouse-restaurant-funzone-amp-adventure-park.en-gb.html,"Usha Farmhouse Restaurant, FunZone & Adventure Park",4429744,153 AB Road Janapaw Kuti,Indore,"153 AB Road Janapaw Kuti,, 453661 Indore, India",22.62931400,75.80854900,"Free WiFi|Free parking|Airport shuttle|Family rooms|Room service|Restaurant|Outdoors|Outdoor fireplace|Picnic area|BBQ facilities|Additional charge|Terrace|Garden|Kitchen|Shared kitchen|Services &amp; Extras|Tickets to attractions or shows|Pets|Pets are not allowed.|Activities|Tour or class about local culture|Additional charge|Bike tours|Additional charge|Walking tours|Additional charge|Badminton equipment|Tennis equipment|Cycling|Bicycle rental (additional charge)|Food &amp; Drink|On-site coffee house|Chocolate or cookies|Additional charge|Fruits|Additional charge|Bottle of water|Additional charge|Wine/champagne|Additional charge|Kid meals|Additional charge|Special diet menus (on request)|Snack bar|Breakfast in the room|Restaurant|Internet|Free!|WiFi is available in public areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Accessible parking|Street parking|Secured parking|Wellness facilities|Public Bath|Transport|Airport drop off|Additional charge|Airport pick up|Additional charge|Reception services|Lockers|ATM/cash machine on site|Express check-in/check-out|24-hour front desk|Entertainment and family services|Children television networks|Baby safety gates|Kids' outdoor play equipment|Indoor play area|Books, DVDs, music for children|Board games/puzzles|Babysitting/child services|Cleaning services|Daily housekeeping|Trouser press|Additional charge|Shoeshine|Additional charge|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|Additional charge|Meeting/banquet facilities|Additional charge|Safety &amp; security|CCTV outside property|CCTV in common areas|Security alarm|24-hour security|Safety deposit box|General|Mini-market on site|Airport shuttle (additional charge)|Vending machine (snacks)|Vending machine (drinks)|Designated smoking area|Air conditioning|Additional charge|Shops (on site)|Heating|Car hire|VIP room facilities|Family rooms|Non-smoking rooms|Newspapers|Room service|Languages spoken|English|Hindi",,Farm stays,,,26,,,,,,,,,
576910681a2d0b5f9486136847c27c36,2020-01-03 10:56:59 +0000,https://www.booking.com/hotel/in/oyo-rooms-dabolim-near-dominos.en-gb.html,OYO 2844 Dewa Goa Hotel,1662908,"Next to Dominos Dabolim, NH 17, Dabolim",Goa,"Next to Dominos Dabolim, NH 17, Dabolim, 403711 Old Goa, India",15.39059981,73.84928667,Free parking|Restaurant|Outdoors|Terrace|Garden|Pets|Pets are not allowed.|Food &amp; Drink|Restaurant|Internet|No internet access available.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Services|Daily housekeeping|24-hour front desk|Room service|General|Air conditioning|Non-smoking throughout|Lift|Languages spoken|English|Hindi, 3-star hotel ,Hotels,22,5.1,37,0,0,0,0,7.5,0,0,,
b60c807dfaecc1364657785d60ac3a42,2020-03-03 13:05:37 +0000,https://www.booking.com/hotel/in/dawin-home-stays.en-gb.html,SJM Homestays - Saligramam,5969858,18 Sarojini Street,Chennai,"18 Sarojini Street, 600093 Chennai, India",13.05525745,80.20186797,Free WiFi|Non-smoking rooms|24-hour front desk|Parking|No parking available.|Internet|Free!|WiFi is available in the hotel rooms and is free of charge.|Kitchen|Freedom to eat when you want|Dining table|Cleaning products|Kitchenware|Electric kettle|Refrigerator|Bathroom|Towels|Free toiletries|Hairdryer|Bath|Shower|Body soap|Shampoo|Walk-in shower|Private bathroom|Toilet|Living Area|Space for everyone to be together|Desk|Media &amp; Technology|Fun for everyone under one roof|Flat-screen TV|Telephone|TV|Radio|Room Amenities|Extra comfort|Fan|Iron|Feather pillow|Socket near the bed|Clothes rack|Tile/Marble floor|Pets|Pets are not allowed.|Accessibility|Upper floors accessible by stairs only|Outdoors|Sit back and relax|Sun terrace|Balcony|Terrace|Garden|Food &amp; Drink|Bottle of water|Special diet menus (on request)|Breakfast in the room|Tea/Coffee Maker|Building characteristics|Private apartment in building|Outdoor &amp; View|Enjoy the view|City view|View|Reception services|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk|Entertainment and family services|Baby safety gates|Cleaning services|Daily housekeeping|Miscellaneous|Air conditioning|Non-smoking throughout|Non-smoking rooms|Languages spoken|English|Tamil,,Apartments,2,,,,,,,,,,,
6405f0c879d3ff89da8ad593d58b82eb,2020-01-03 15:32:03 +0000,https://www.booking.com/hotel/in/the-majestic-crown.en-gb.html,The Majestic Crown,472995,"959A Westbury Road, Mysore Road",Ooty,"959A Westbury Road, Mysore Road, 643001 Ooty, India",11.41296503,76.69216007,Family rooms|Free parking|Free WiFi|Restaurant|Room service|Non-smoking rooms|Services &amp; Extras|Tickets to attractions or shows|Additional charge|Pets|Pets are not allowed.|Food &amp; Drink|Bottle of water|Additional charge|Breakfast in the room|Restaurant|Internet|Free!|WiFi is available in public areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Accessible parking|Parking garage|Street parking|Secured parking|Transport|Public transport tickets|Additional charge|Reception services|Luggage storage|Ticket service|Tour desk|24-hour front desk|Entertainment and family services|Children television networks|Cleaning services|Daily housekeeping|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Safety &amp; security|Fire extinguishers|CCTV outside property|CCTV in common areas|24-hour security|General|Shared lounge/TV area|Non-smoking throughout|Car hire|Chapel/shrine|Family rooms|Non-smoking rooms|Newspapers|Room service|Languages spoken|English|Hindi, 2-star hotel ,Hotels,171,7,38,7.3,6.8,7.2,7.1,5.5,7.3,6.7,,
a18f09d7432ebedd085da6e3728b96a4,2020-01-03 13:58:24 +0000,https://www.booking.com/hotel/in/eden-park.en-gb.html,Eden Park,2992353,"Aruthra Nagar, Puducherry",Pondicherry,"Aruthra Nagar, Puducherry, 605006 Pondicherry, India",11.94098518,79.80795485,Free parking|Free WiFi|Room service|Non-smoking rooms|Pets|Pets are not allowed.|Food &amp; Drink|On-site coffee house|Bottle of water|Snack bar|Breakfast in the room|Internet|Free!|WiFi is available in the hotel rooms and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Secured parking|Services|Tour desk|24-hour front desk|Meeting/banquet facilities|Additional charge|Room service|Safety &amp; security|Fire extinguishers|CCTV in common areas|General|Air conditioning|Lift|Non-smoking rooms|Newspapers,,Hotels,12,8.3,23,8.5,8.1,8.1,8.8,,8.5,7.9,,
bcd8594d316755d979fcd0eda7c4885f,2020-02-03 11:07:03 +0000,https://www.booking.com/hotel/in/oyo-60645-sunrise-inn.en-gb.html,OYO 60645 Sunrise Inn,5864661,"Gottigere Lake Rd, Bohra Layout, Gottigere, Bangalore",Bengaluru,"Gottigere Lake Rd, Bohra Layout, Gottigere, Bangalore, 560083 Bangalore, India",12.85583578,77.59422038,Family rooms|Free parking|Room service|24-hour front desk|Pets|Pets are not allowed.|Internet|No internet access available.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Accessible parking|Services|Daily housekeeping|24-hour front desk|Room service|Safety &amp; security|Fire extinguishers|CCTV in common areas|General|Air conditioning|Family rooms,3-star hotel,Hotels,1,,39,,,,,,,,,
f1db723750c36db22445fa22e9786cf2,2020-02-03 11:09:55 +0000,https://www.booking.com/hotel/in/m-r-hospitality-services.en-gb.html,M R HOSPITALITY SERVICES,5890868,"5-6/8, 11th Main Road, Bombay Dyeing Road, Gokula 1St Stage 2nd Phase, Mathikere Main Road, Bengaluru.",Bengaluru,"5-6/8, 11th Main Road, Bombay Dyeing Road, Gokula 1St Stage 2nd Phase, Mathikere Main Road, Bengaluru., 560054 Bangalore, India",13.03030000,77.55981300,Free WiFi|Free parking|Room service|24-hour front desk|Pets|Pets are not allowed.|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Services|24-hour front desk|Room service|General|Air conditioning,3-star hotel,Hotels,2,,23,,,,,,,,,
8a0c40326810aff8db313cab856b7ede,2020-03-03 10:31:05 +0000,https://www.booking.com/hotel/in/langford-keys-by-tgi.en-gb.html,Langford keys by TGI,5433829,"35 Langford Road Cross Road, Bheemanna Garden Shanti Nagar",Bengaluru,"35 Langford Road Cross Road, Bheemanna Garden Shanti Nagar, 560025 Bangalore, India",12.96239400,77.59529800,Free WiFi|Family rooms|Free parking|Restaurant|Non-smoking rooms|Room service|Pets|Pets are not allowed.|Food &amp; Drink|Bottle of water|Restaurant|Internet|Free!|WiFi is available in the hotel rooms and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Secured parking|Services|Shuttle service|Daily housekeeping|Shuttle service (additional charge)|Shoeshine|Ironing service|Additional charge|24-hour front desk|Room service|Safety &amp; security|Fire extinguishers|CCTV outside property|CCTV in common areas|Smoke alarms|Security alarm|24-hour security|General|Designated smoking area|Air conditioning|Non-smoking throughout|Soundproof rooms|Lift|Family rooms|Non-smoking rooms,3-star hotel,Hotels,1,,27,,,,,,,,,
a5977105931a61f62fe0c12049e0bf98,2020-03-03 09:27:45 +0000,https://www.booking.com/hotel/in/oyo-home-47510-peaceful-3bhk-parra.en-gb.html,OYO Home 47510 Peaceful 3bhk Parra,5807070,"Near Don Bosco Youth Welfare Centre,cannca, Naika Waddo, Verla, Goa",Goa,"Near Don Bosco Youth Welfare Centre,cannca, Naika Waddo, Verla, Goa, 403510 Old Goa, India",15.58761400,73.78852000,Parking|No parking available.|Internet|No internet access available.|Kitchen|Freedom to eat when you want|Bedroom|Wardrobe or closet|Bathroom|Free toiletries|Shower|Linen|Bath or Shower|Private bathroom|Toilet|Media &amp; Technology|Fun for everyone under one roof|Cable Channels|TV|Room Amenities|Extra comfort|Fan|Air conditioning|Trash cans|Pets|Pets are not allowed.|Outdoors|Sit back and relax|Garden,3 stars,Apartments,,,,,,,,,,,,
d3daf3a0e744ab7a6af1a237e4a0ba4b,2020-01-03 10:59:08 +0000,https://www.booking.com/hotel/in/amigos.en-gb.html,Amigos India,2051029,C16 Chattarpur Enclave Near Modern School,Delhi,"C16 Chattarpur Enclave Near Modern School, 110074 New Delhi, India",28.50439897,77.19063077,"Free WiFi|Airport shuttle|Family rooms|Free parking|Non-smoking rooms|24-hour front desk|Outdoors|Outdoor fireplace|Picnic area|Outdoor furniture|BBQ facilities|Additional charge|Terrace|Services &amp; Extras|Tickets to attractions or shows|Additional charge|Pets|Pets are not allowed.|Activities|Bingo|Additional charge|Cooking class|Additional charge|Themed dinner nights|Additional charge|Bike tours|Additional charge|Walking tours|Additional charge|Pub crawls|Additional charge|Evening entertainment|Additional charge|Entertainment staff|Cycling|Library|Bicycle rental (additional charge)|Darts|Additional charge|Games room|Food &amp; Drink|Chocolate or cookies|Additional charge|Fruits|Additional charge|Bottle of water|Additional charge|Breakfast in the room|Great|coffee!|Accessibility|Wheelchair accessible|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Accessible parking|Parking garage|Street parking|Secured parking|Wellness facilities|Fitness/spa locker rooms|Personal trainer|Fitness classes|Yoga classes|Fitness|Full body massage|Hand massage|Head massage|Couples massage|Foot massage|Neck massage|Back massage|Massage|Additional charge|Transport|Airport drop off|Additional charge|Airport pick up|Additional charge|Public transport tickets|Additional charge|Reception services|Lockers|Private check-in/check-out|Luggage storage|Ticket service|Tour desk|Currency exchange|24-hour front desk|Entertainment and family services|Indoor play area|Books, DVDs, music for children|Board games/puzzles|Cleaning services|Daily housekeeping|Trouser press|Additional charge|Shoeshine|Additional charge|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|General|Shuttle service|Grocery deliveries|Additional charge|Mini-market on site|Shared lounge/TV area|Airport shuttle (additional charge)|Shuttle service (additional charge)|Designated smoking area|Air conditioning|Non-smoking throughout|Allergy-free room|Shops (on site)|Heating|Car hire|Soundproof rooms|Gift shop|Safety deposit box|Family rooms|Barber/beauty shop|Facilities for disabled guests|Non-smoking rooms|Newspapers|Languages spoken|English|Hindi",,Hostels,362,8.7,46,0,0,7.5,0,0,0,0,,
3cc66561c771128b86a976692a0ac4ad,2020-03-03 09:34:00 +0000,https://www.booking.com/hotel/in/the-bmk-south-delhi.en-gb.html,The BMK Hotel Greater Kailash,681428,"B-2&3, Greater Kailash Enclave - 1, New Delhi 110048, India",Delhi,"B-2&3, Greater Kailash Enclave - 1, New Delhi 110048, India, 110048 New Delhi, India",28.54299700,77.24202000,Free WiFi|Family rooms|Free parking|Restaurant|Non-smoking rooms|Room service|Outdoors|Sun terrace|Terrace|Garden|Pets|Pets are not allowed.|Activities|Cycling|Golf course (within 3 km)|Additional charge|Food &amp; Drink|Bottle of water|Special diet menus (on request)|Breakfast in the room|Restaurant|Good|coffee!|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Accessible parking|Wellness facilities|Massage|Additional charge|Reception services|Lockers|Private check-in/check-out|Concierge service|ATM/cash machine on site|Luggage storage|Ticket service|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk|Cleaning services|Daily housekeeping|Additional charge|Shoeshine|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|Additional charge|Business centre|Additional charge|Meeting/banquet facilities|Additional charge|Safety &amp; security|CCTV in common areas|24-hour security|Safety deposit box|General|Shuttle service|Grocery deliveries|Additional charge|Mini-market on site|Shared lounge/TV area|Shuttle service (additional charge)|Designated smoking area|Air conditioning|Shops (on site)|Heating|Car hire|Soundproof rooms|Gift shop|Lift|Bridal suite|VIP room facilities|Family rooms|Barber/beauty shop|Facilities for disabled guests|Non-smoking rooms|Newspapers|Room service|Languages spoken|English|Hindi,3-star hotel,Hotels,296,7.2,32,6.7,,8.1,7.4,6.6,7,7.1,,
345961da656e2fe639abb1926c0ea5ff,2020-01-03 11:04:21 +0000,https://www.booking.com/hotel/in/bnt-ocean-view-palolem.en-gb.html,Bridge N Tunnel Palolem,1602418,"Palolem Beach, Canacona, Goa",Goa,"Palolem Beach, Canacona, Goa, 403702 Palolem, India",15.00321744,74.02649850,Beachfront|Free WiFi|Airport shuttle|Free parking|Family rooms|Restaurant|Bar|Outdoors|Picnic area|Outdoor furniture|Beachfront|Private beach area|BBQ facilities|Garden|Pets|Pets are not allowed.|Activities|Beach|Evening entertainment|Fishing|Golf course (within 3 km)|Food &amp; Drink|Breakfast in the room|Bar|Restaurant|Internet|Free!|WiFi is available in public areas and is free of charge.|Parking|Free!|Free public parking is possible on site (reservation is needed).|Street parking|Wellness facilities|Sun umbrellas|Sun loungers or beach chairs|Pool/beach towels|Massage|Reception services|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk|Cleaning services|Daily housekeeping|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Safety &amp; security|Safety deposit box|General|Shared lounge/TV area|Airport shuttle (additional charge)|Non-smoking throughout|Car hire|Packed lunches|Family rooms|Barber/beauty shop|Newspapers|Room service,,Hotels,38,8.2,42,7.8,7.4,9.1,9,7.5,8,8,,
2afcc9eecbbb57d3b74bd00c0af47b15,2020-03-03 08:14:09 +0000,https://www.booking.com/hotel/in/emarald.en-gb.html,"Hotel Emarald, New Delhi",328578,"112 Babar Road, Connaught Place Opp. World Trade Centre",Delhi,"112 Babar Road, Connaught Place Opp. World Trade Centre, 110001 New Delhi, India",28.63243781,77.22707726,Free WiFi|Airport shuttle|Family rooms|Free parking|Restaurant|Non-smoking rooms|Outdoors|Terrace|Pets|Pets are not allowed.|Food &amp; Drink|Chocolate or cookies|Additional charge|Fruits|Additional charge|Bottle of water|Additional charge|Special diet menus (on request)|Breakfast in the room|Restaurant|Internet|Free!|WiFi is available in the hotel rooms and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Parking garage|Street parking|Secured parking|Transport|Airport drop off|Additional charge|Airport pick up|Additional charge|Reception services|Private check-in/check-out|Concierge service|Luggage storage|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk|Cleaning services|Daily housekeeping|Trouser press|Shoeshine|Ironing service|Dry cleaning|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|Business centre|Meeting/banquet facilities|Additional charge|Safety &amp; security|Fire extinguishers|CCTV outside property|CCTV in common areas|Smoke alarms|Security alarm|24-hour security|General|Shuttle service|Mini-market on site|Shared lounge/TV area|Airport shuttle (additional charge)|Shuttle service (additional charge)|Air conditioning|Non-smoking throughout|Heating|Car hire|Chapel/shrine|Soundproof rooms|Lift|Family rooms|Barber/beauty shop|Non-smoking rooms|Newspapers|Room service|Languages spoken|English|Hindi,3-star hotel,Hotels,61,6.8,45,6.7,,8,7.3,6.2,6.7,6.6,,
3ab4f4177b77105338e69eb3e5b8da2f,2020-02-03 09:07:31 +0000,https://www.booking.com/hotel/in/periyar-resorts-amp-p-ltd-cochin.en-gb.html,Periyar Resorts & Hotel (P) Ltd.,5537428,Idamalayar Road Boothathankettu Kothamanagalam,Kochi,"Idamalayar Road Boothathankettu Kothamanagalam, 686681 Cochin, India",10.13572500,76.66270400,Free WiFi|Family rooms|Free parking|Restaurant|Non-smoking rooms|Room service|Bar|Outdoors|Garden|Pets|Pets are not allowed.|Food &amp; Drink|Bar|Restaurant|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Services|24-hour front desk|Room service|General|Air conditioning|Family rooms|Non-smoking rooms|Languages spoken|Arabic|English|Hindi|Malayalam|Tamil,3-star hotel,Hotels,1,,21,,,,,,,,,
